epoch,loss,mean_absolute_error,val_loss,val_mean_absolute_error
109,1.6350873112819626,1.6350873112819626,1.6354415201478534,1.6354415201478534
110,1.6368532188311378,1.6368532188311378,1.631680356959502,1.631680356959502
111,1.6363918936300568,1.6363918936300568,1.632856701886413,1.632856701886413
112,1.6367502558967888,1.6367502558967888,1.6312807196318502,1.6312807196318502
113,1.6376246663828558,1.6376246663828558,1.6350291731833206,1.6350291731833206
114,1.6352920676335008,1.6352920676335008,1.6312404486416565,1.6312404486416565
115,1.6364523946067806,1.6364523946067806,1.6340011236342518,1.6340011236342518
116,1.637529734230207,1.637529734230207,1.6332758291803224,1.6332758291803224
117,1.6352694461634079,1.6352694461634079,1.6342596979905861,1.6342596979905861
118,1.6357731667048814,1.6357731667048814,1.6331516371832953,1.6331516371832953
119,1.6378499367689923,1.6378499367689923,1.6315837683852272,1.6315837683852272
120,1.6370563014270587,1.6370563014270587,1.6326441064175934,1.6326441064175934
121,1.6372191749168046,1.6372191749168046,1.6344776206245326,1.6344776206245326
122,1.6346689995543164,1.6346689995543164,1.6328000208795672,1.6328000208795672
123,1.636882487933468,1.636882487933468,1.6345311078910876,1.6345311078910876
124,1.6359547165079236,1.6359547165079236,1.6344871003970955,1.6344871003970955
125,1.6358490139046098,1.6358490139046098,1.6296480140752263,1.6296480140752263
126,1.637216203799519,1.637216203799519,1.6348237971013242,1.6348237971013242
127,1.6362881580505697,1.6362881580505697,1.6337400068237324,1.6337400068237324
128,1.6371089344025411,1.6371089344025411,1.6351332187351555,1.6351332187351555
129,1.6351577027165918,1.6351577027165918,1.6323832852220295,1.6323832852220295
130,1.637721000356982,1.637721000356982,1.633637438067282,1.633637438067282
131,1.636392552794498,1.636392552794498,1.6329561556228485,1.6329561556228485
132,1.6360785083143146,1.6360785083143146,1.6340525686138807,1.6340525686138807
133,1.6368657001462852,1.6368657001462852,1.634124000716691,1.634124000716691
134,1.6359848364520955,1.6359848364520955,1.6336551372601529,1.6336551372601529
135,1.6366858818927428,1.6366858818927428,1.6333914885316232,1.6333914885316232
